tweets,label
@first_brewery @Narimancheg @papajohns_kz ну тут я уже явно буду ждать бесплатного пива🤪😂,0
@Narimancheg @AASuleimenova @papajohns_kz А он говорил,0
@AASuleimenova @papajohns_kz Сейчас вас ещё Первый Пивзавод лайкнет,0
"Его вкуснейшество Сырный Бортик 
#bishkek https://t.co/P57eQ64MuB",0
@papajohns_kz Всегда на работе заказываем у вас!♥️,0
"@DesiJed and @TheRachelFisher  Picture your future fiancé, a Sugar Papa @PapaJohns. https://t.co/NTSfuzZwm3",0
"@AASuleimenova Тру стори про интервью)) А за пиццей велкам на сайт, там и промокоды и просто акции)",0
Его вкуснейшество Сырный Бортик 🍕 https://t.co/0Y3aFY7gbb,0
"Меня лайкнули @papajohns_kz, говорит ли это о возможной бесплатной пицце?🤔😂",0
Papa John's pepperoni and sausage pizza!! #delicious #papajohns #meatfree https://t.co/TXJgU2WVoH,1
@PapaJohns using networks to help improve inclusion. #makingworkbetter https://t.co/ZWWoQjpnYY,0
"@pineapplejuicez Hola! Perdona por lo sucedido, puedes escribirnos un md con la dirección de correo que hiciste el pedido para poder ubicar el ticket y ayudarte? Muchas gracias.",0
"@diezmikel_ @DrNaez Hola Mikel, la masa no lleva leche y la pizza es al 100% vegana, lo sucedido ha sido un caso aislado por un error con el queso. Un saludo.",0
"@conomunista96 @PapaJohns_ES Por curiosidad, en qué ha quedado? En la declaración de alergenos pone que no lleva leche ni trazas, y que es vegana. https://t.co/ufnyfGtTFU",0
@PapaJohns 1A1 all day baby,0
"That being said if any other pizza company like @pizzahut or @PapaJohns would like their brands promoted on Stream and would like to sponsor it or give a promo code to my viewers for pizza speedruns now that Domino's has shown it's no longer a viable option, please message me &lt;3",-1
@DrNaez @PapaJohns_ES Una chica ha denunciado que están estafando a la gente. Se ha dado cuenta al ser intolerante a la lactosa. No es vegana. La masa lleva leche,0
Ayo @PapaJohns yo food fucked my stomach up!,-1
"@seanseaevans you should get the Papa from papajohns on your show
 He is hot commodity right now",1
@Lawyer_Bill @pizzahut @dominos @PapaJohns I have ordered and eaten  @PapaJohns pizza twice during this time period... just saying...,0
@TheWesternldeaI @CelticShewolfn @AskPapaJohns Aye I will as well. @PapaJohns  @AskPapaJohns     I'm pretty sure they don't want a war against their customers esp those of us that are vets. We fought for the freedoms expressed in the Constitution and if you deny that to anyone I will spread this to every single vet I know,1
"carnation pink   darkgoldenrod @PapaJohns  ""2017-12-14T05:00:00.000Z""",-1
Winning on Tuesday means pizza on Wednesday.  Get 40% off any regular menu price items tomorrow. Go to https://t.co/7STIynUGV9 and enter the code TBIRDSWIN as you check out. https://t.co/OtDIej12VX,1
"#AsianRestaurantNews #AsianNewsFood 
#Indianfood #influencer #Greggs #vforveggie #TobyCarvery #PapaJohns #shubneetjain
https://t.co/eXhALDfdqh",0
Seeing all these @AskPapaJohns @PapaJohns tweets on my timeline make me wish I was broke so I can get me some breaksticks. Haha.,1
The papa is the true pizza god @h3h3productions @PapaJohns #bringbackthepapa,1
@PapaJohns Good morning. Last message delivered around 5am GMT. I hope you enjoy your day. Thanks.,1
@BriEldridge @pizzahut @PapaJohns https://t.co/tgoaf9Q0nN,0
"@elliottb21 @pizzahut @PapaJohns 😆 When you know, you know.",0
"Support Your School 
Earn upto 20% for your School 
February 19th - Fundraiser
Valid @ Buffalo Grove
https://t.co/5o1cmyJ2G6 https://t.co/Utf8xa05Nn",0
@PapaJohns 2E6,0
"@BriEldridge @pizzahut I’m scared of the let go this time but yeah, I was today years old when the lights went out on the Hut. They can now join @PapaJohns on the list of “Nope” when it comes to pizza choices",1
"D, E, 1, 6, and an XL original with 🍄 &amp; 🍍!  💜 https://t.co/JbNleHTCl7",1
@sarahMMITG Oh no! We're sorry we missed your message! Our fans are always our Valentine's❤,-1
"@PapaJohns Hey, I hope you liked today's exclusive deliveries. If happy, I may be back again. Please note to don't overdose on food, or anything. Have a nice day.",1
@GamebredFighter @PapaJohns @dominos Sbarros has been doing this for years,0
"This #NationalPizzaDay, millions of Americans are ready for vegan cheese, @PapaJohns. When will you bring compassionate pizza stateside? https://t.co/J31MFQr0oI via @AnimalOutlook",1
Why is @PapaJohns following @snapchatsupport,0
@Lawyer_Bill @tobywelchlaw @courtswagger @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing Uh oh. Busted. No mingling yet. See previous stand alone tweet. 😬,-1
@Lawyer_Bill @dolfan110 @courtswagger @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing Phrasing.,0
"@dolfan110 @tobywelchlaw @courtswagger @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing So @dolfan110 meet @tobywelchlaw and @courtswagger. The Welch brothers are in every sense except biologically my brothers. Guys, Karen is my one satisfied client. I don’t like y’all mingling. #WorldsAreColliding",1
@Lawyer_Bill @tobywelchlaw @courtswagger @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing Kinda like how @pizzahut picked up your next pizza?,0
@Lawyer_Bill @tobywelchlaw @courtswagger @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing https://t.co/teQi0VEKf0,0
@tobywelchlaw @courtswagger @dolfan110 @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing https://t.co/T04vFDDGfl,0
@dolfan110 @tobywelchlaw @courtswagger @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing You are in fact awesome. https://t.co/LP8McEDqnO,1
@courtswagger @dolfan110 @tobywelchlaw @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing So let it be written...so let it be done.,0
@courtswagger @tobywelchlaw @dolfan110 @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing https://t.co/I9BAiOEi8s,0
"11:45 AM

Just finished up the last class of the day.  Full sprint to the cage to get food. Coffee finally kicks in.  Finally I can eat. #papajohns #healthy #NCCMED200sp20 https://t.co/aNzTzwPKDQ",1
@Hood318Lahood @PapaJohns Ooo Double Yumm,0
@ViewWillys I had this Meatball Pepperoni Papadia @PapaJohns for dinner it was delicious 😋,1
I love y’all too fuzz. 😭❤️ https://t.co/fyS1dAqSvw,1
@_itsmemysh We really love our fans!❤🍕😋,1
@_coachlo @BlazePizza @dominos Or @PapaJohns,0
When the pizza on the way https://t.co/nXBeebA5QG,0
today’s inner conflict (brought to you by @PapaJohns) is whether i should shop for pizza materials or pay people to make one for me hmm,0
"@MackeyLeah @kfreberg @PapaJohns Awesome! 👏🏻 

I will be sure to follow along again with  #Freberg20 !!",1
@itscamilo_ @PapaJohns Domicilio??,0
@DoorDash I'm so frustrated rn. @PapaJohns  contracted one of your drivers out and I've been trying to get them to come to the right apts for almost an hour. They won't answer calls and aren't following directions.,-1
@PapaJohns 4 B 5,0
I didnt know Garlic parmesan breadsticks looked exactly like plain breadsticks @PapaJohns https://t.co/SqOAVJMvyV,1
Ye o k https://t.co/tMbbvE0RUO,0
@PapaJohns (3)(D)(6),0
"@kweinrick91 @HipsterViking2 @PapaJohns I read this as, “sadly it wasn’t pizza” 🙃",-1
@SHAQ Hey there!! Just saw your #papajohns commercial where you delivered pizza to a firehouse! Very cool! You’re always welcome to our firehouse in DeKalb Illinois (40miles West of Chicago)!!,1
Will NOT be happy if my @PapaJohns pizza arrives cold. 90 mins for 1 large pizza and garlic knots to be delivered is not okay.,1
@PapaJohns I’ll take it all if I never have to hear that ear-shattering bee-bopping and scatting commercial again.,0
@HipsterViking2 @PapaJohns Sadly the pizza wasn’t,-1
#ThankYou @MiamiHEAT for the surprise visit and the @PapaJohns pizza for our officers and staff. #HEATKindness #KindnessMatters https://t.co/mj5ys8FU85,0
@tobywelchlaw @dolfan110 @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing Join the revolution or get out of our way.,0
"Hey @PapaJohns wth is this? I got cheese sticks for my kids and one was missing!! And I was forced to give a $7 tip because the driver didn’t have cash?? I love how I reported this Saturday, check marked I wanted to be followed up with and still haven’t heard anything back 🙄 https://t.co/81k4jf7tPK",1
@courtswagger @dolfan110 @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing We are helping him do his viral thing. Do not engage him!,0
@courtswagger @tobywelchlaw @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing And they said I needed a college degree... 😜,0
@dolfan110 @tobywelchlaw @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing And we’ve found our battle cry...  #JonesingForAPizza - BRILLIANT!!!,0
"@tobywelchlaw @courtswagger @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing I would never ever discredit my fave smoking jacket wearing attorney. If he's not happy, then NONE of us are happy. #JusticeForJen #JonesingForAPizza",1
"Pésimo servicio de Papa John's Ecuador, una hora de espera y llega la pizza fría, repartidor solo se disculpo a medias. Pizza buena pero al mal servicio no hay otra. #pizzaday @PapaJohns",0
@PapaJohns burnt wings and cold pizza =$33.00. very sad. Pizza is amazing when hot and wings are good when war/hot and not burnt..... Why have you fallen of so much.... https://t.co/6jaTwFx7gj,1
"@dolfan110 @courtswagger @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing Oh, no. Anyone who can show solidarity with Jones all the while pointing out how ridiculous it is, is good in my book.",1
@tobywelchlaw @courtswagger @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing Let's not get ahead of ourselves here....,0
@dolfan110 @courtswagger @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty @AndyWise5 @BurgerKing She’s awesome.,1
@PapaJohns your papadias are just your shitty pizza flipped on top of itself. The commercials annoy me. I like sweaty papa better put him in your commercials I’ll buy a pizza😂,1
"@tobywelchlaw @courtswagger @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty Actually.... it may be time for @AndyWise5 to step in. And if that doesn't work, @BurgerKing has the $4/$4 deal and I'll spot you a fiver. #FirstWorldProblems #HeKnowsHisRights",0
"@GamebredFighter @PapaJohns @dominos Ive been saying this since the 1st blasphemous commercial came out, straight swagger jackin @GamebredFighter #PoppaJohnGottaSeeStreetJesus",1
@giawtae @PapaJohns Honestly,1
@vikipoyta @PapaJohns 🤣🤣 thank you,0
Philly Cheesesteak Papadilla!!! 😋 @papajohns,0
@PapaJohns 2E5,0
"@Deputy326 Our fans are AWESOME! Thanks, Brad!😋🍕",1
La mejor pizza del mundo es la de @PapaJohns 😍😍😍😍😍🍕,0
@PapaJohns So @PapaJohns amazing after an hour and 10 minutes my pizza arrives... cold... not stellar service...,-1
@PapaJohns 2 - C &amp; E - 1 &amp; 6,0
Your @Kelowna_Rockets lost a heartbreaker 6-5 in OT yesterday. All is not lost though. With the 5 Rocket goals you get 50% off pizzas today. Just go to https://t.co/5JArpoE7wU enter promo code KGOAL and save. Try our new Cheesy Alfredo Pizza. Go 🚀 https://t.co/quJfoJsLrU,-1
I wonder what @PapaJohns is doing rn,0
Hey @PapaJohns maybe your tracker isn't such a good idea.  I ordered a pizza almost an hr ago - they went straight to Baking mode (which made this hungry man happy)- &amp; now it has set in perpetual Preparing for 45 mins... Sometimes better not to know...,1
@Aportzline This is perfect. I had Peeke’s skates in the @PapaJohns pizza contest.,1
@PapaJohns 4B6,0
@PapaJohns is the best. especially their garlic sauce 🙏🏻💘 https://t.co/WoTuAxKqyV,1
@MiamiHEAT @PapaJohns @UltimateHCM Thank you! #KindnessMatters,0
@PapaJohns You’re missing honey mustard and pizza dipping cups,-1
Ordered a pizza from @papamurphys and couldn’t figure out why they didn’t have my order ready . Realized I was at a @PapaJohns . https://t.co/LE2ppcKAUH,1
@PapaJohns A create your own (half cheese/half pepperoni &amp; pineapple) of the new Garlic Parmesan crust pizza 🤗 it’s delicious 😋,1
@QueenKyrah17 Yum! What'd you get?🤤🍕,0
Sure can. Be there soon lol https://t.co/ehmD7HC0NN,1
@GamebredFighter @PapaJohns @dominos @GamebredFighter I really hope you arent turning into something you criticize people in the past for..#getbacktoyourroots!,-1
@courtswagger @Lawyer_Bill @pizzahut @dominos @PapaJohns @Wendys @AHS_Warranty sure doesn’t.,1
I got my pizza 🥰 I’m so happy I love @PapaJohns 🍕,1
Ordered @PapaJohns and the pizza came in this generic ass box. Now I’m questioning if I ordered Papa Johns or not. #ThoseBudgetCutsHaveBeenBrutal https://t.co/f3MsXmVihP,0
@PapaJohns new #Papadias are AWESOME! Love the #PhillyCheeseSteak #PapaJohns #Pizza,1
Thanks @PapaJohns I am so hungry. We ordered our food an hour ago and were told it would be 45 minutes. So naturally my wife called to see where our food was and they said we canceled our order. I'm pretty sure we would be aware if we canceled our order.,1
@PapaJohns I ordered my pizza almost 3 hours ago and it’s still not here... I need a free pizza on the next order. 🤨,1
@PapaJohns After last week I’m uniquely qualified to answer this...1-C-1. Please respect my decisions at this time.,1
"@PapaJohns 1 custom Italian papadia, 
E
1",0
"@_AbSoFab @kfreberg @PapaJohns Thank you, Abbie! Funny you should mention... because I am planning to discuss that!  Thank you for following along! It was a fun one!!",1
@PapaJohns your pick 6 deal doesn’t show as a medium anywhere online. I’m still hungry,0
@PapaJohns 3-E-1 for me *chef's kiss*,0
1E1 🔥 https://t.co/knGeNYGg0b,0
@Lawyer_Bill @pizzahut @dominos @PapaJohns Pretty sure that you’re going to want @Wendys on this case. They understand Twitter.,1
@Lawyer_Bill @pizzahut @dominos @PapaJohns @pizzahut give this man his pizza!!!!,0
@Skye_Hewer Our cinnamon pull-aparts are definitely a must-try!🤤😋,0
Starving to death! Waiting for my pizza @PapaJohns https://t.co/YtwuFRsKFT,0
@Haslemstan @raf_tyler Wincats for papajohns rayscess pizza,0
"@shamim_omo Our garlic sauce is pretty amazing, isn't it?🤤",1
"@kfreberg @MackeyLeah @PapaJohns I loved when she came to our class! I would LOVE to hear about the Papadias execution with the #ShaqsFunHouse event. 

Looked AMAZING 👏🏻 
I was following along like... 💃 https://t.co/xvrsCruM6e",1
"Since @SHAQ is the official spokesperson for @PapaJohns, I wonder if they wouldn't consider renaming to Pizza Shaq. #pizzashaq",0
"@BlueJacketsNHL @PapaJohnsCbus gimme Gerbe   #jackets50 #CBJvsPHI  #CBJ  #PapaJohns
#pizza",0
@PapaJohns Love the papadia's.,1
@PapaJohns 2 E 5...We have a video of us reviewing the Papadia going live tomorrow.  Huddy says it's the best new thing he's eaten this year.,1
@BlueJacketsNHL @PapaJohnsCbus Stenlund #jackets50 #cbj #papajohns #pizza #nhl,0
"A question for the ages... What occupies the no-man's-land between the pizza and the sandwich? The PAPADIAS! Try one of Papa's DELICIOUS new Italian, Philly, Grilled BBQ &amp; Bacon, or Meatball Pepperoni Papadias for $6 with code PAPADIAS. #papajohns #pizza #food #yummy https://t.co/jPbRMtFmG0",1
"This Monday, you can thank George and Abe for this PRESIDENTIAL pizza deal! Use code 899CARRY to get a LARGE 3 topping carryout pizza for only $8.99. #papajohns #pizza #tasty #presidentsday #usa https://t.co/KgPQpkPPXL",0
@PapaJohns I eat 40 pizzas a month just like the Papa himself.,0
Can’t believe they just straight up stole Marshawn Lynch’s pizza-dilla invention. smh https://t.co/3ewTDXoi1x,1
"Just what occupies the no-man's-land between the pizza and the sandwich? The PAPADIAS! Try one of Papa's DELICIOUS new Italian, Philly, Grilled BBQ &amp; Bacon, or Meatball Pepperoni Papadias for $6 with code PAPADIAS. #papajohns #pizza #food #yummy https://t.co/15gYNyzPVi",1
What's a pizza meal without some AMAZING sides &amp; desserts? Get ANY bread side + ANY dessert for only $9.99 with code 999PJU! #papajohns #pizza #food #delicious https://t.co/PP9lCA6bI5,1
"@james420uk @ThePeoplesMMA @GamebredFighter @PapaJohns @dominos What, you think when @GamebredFighter isn't deep in camp he's not sparkin the blunt?",0
@PapaJohns #papajohns https://t.co/S9MBMZ89kg,0
"@PapaJohns 3 but customize it with spicy Italian sausage, green peppers and meatballs https://t.co/UuWG84ZkHW",-1
Can’t wait! And @CofCCougarettes will be there as they are for over 30 @CofCBasketball and @CofCWBB games cheering on the team and holding up the signs for the $$ corporate sponsors @jerseymikes @KickinChicken7 @HarrisTeeter @PapaJohns and many more! https://t.co/sWhDTagvTH,1
@sarahMMITG @PapaJohns That's because you were a day late. You'll have to wait until next year. And maybe you'll have a heart shaped pizza.,-1
"Congratulations to Ojus Elementary on a successful Nifty Fifty fundraiser! They raised $1,200 to go towards much needed items! 
.
.
.#BetterFundraiser #NiftyFifty #FundraiserCard #PapaJohnsMiami #Pizza @mdcpscommunity @miamisup @papajohns #miami #community #pta   @OJUSSTARS https://t.co/EPQJBoOs5I",1
"@PapaJohns @AskPapaJohns I was craving pizza, chose you, but not hungry anymore. Might want to check your cheese sticks before giving them to a customer.... #foundahair https://t.co/mLvCXD3qCO",0
@GamebredFighter @PapaJohns @dominos I thought the same thing,0
Starting early. The day of reckoning is among us. @PapaJohns https://t.co/uYVMCxdJ2g,1
@PapaJohns 1c6 they're the best. I make them.,1
@PapaJohns Me too!,0
"Mine is 2-E-7! What about yours Cincinnati / NKY?

#Cincinnati #NKY #PapaJohns https://t.co/YcEYjQYCPk",0
"@PapaJohns It's a 1234-ABCDE-1234567 kinda night, I'm hungry Papa",0
Cincy/NKY! What’s your lineup? https://t.co/JsSsQUbIWy,0
"Hey @PapaJohns. What does a guy gotta do to get a free pizza? I'm broke. I'm desperate. And I'm DYING for y'alls garlic butter and crust😍 

Will do anything for food",-1
"¡Los dos jugadores más importantes del partido ya están en la cancha! 😉⚽️

Celebra el inicio de los octavos de final con tus dos pizzas favoritas desde $15. 🍕🏆 Haz tu pedido al 2273-3333 ☎️ o en https://t.co/bol7T53rCk 💻

*Exclusivo para llevar y domicilio https://t.co/K7A9Q4mpZn",0
even @PapaJohns ghosts me💔💔 https://t.co/MnWhVuBjmM,0
"@JoeyJWagner @kfreberg @PapaJohns just trying to get on your level, Joey!!",0
"if you have ever been high and hungry at 2am, you’re qualified to work in fast food research and development. https://t.co/Ryru7R2D7l",1
@PapaJohns Yes and I would love a brownie for my little boy.,1
"@GamebredFighter @PapaJohns @dominos Aye @GamebredFighter phuck em, @eomino. @dominos at him👀👀👀👀",0
@PapaJohns This is dinner tonight!,0
Never eating @PapaJohns ever again.,0
@Techcore @Lil_Thottius Always a yes for papajohns. GET IT,0
"I'm Soo Happy for @cwotd!!
It would have been Awesome if his dad would have been able to go but hey...
@KristinChristy &amp; Bub got to see the founder of @PapaJohns though!! 
😂🤣🤣
(I wish @sternshow would have recorded it when he was told that he was getting #SuperBowlLIV tickets) https://t.co/Cvci8Yj0vE",1
@GamebredFighter @PapaJohns @dominos They're begging to be baptized! #supernecessary 👊,0
"Here your “ Pizza “ is baby !
Eat as much as you can, “ do you hear me ? “ https://t.co/0c6JaQNElm",1
"@PapaJohns Not a Papadildo, unless you bring @IAmPapaJohn back. INSTANT DIARRHEA PEOPLE!",0
@MAVmachine Our first Blue Cheese pick!,1
@BaileyGoat_ Awww...you love us!,1
@califorbritt Do you put parmesan on that Papadia?,0
"I’m gonna get me some “ Pizza ! “ 
I’m gonna get me some “ Pizza ! “
I’m gonna get me some “ Pizza ! “

“ Pizza ! “ “ Pizza ! “ “ Pizza ! “ https://t.co/IBkkWYizxx",0
@PapaJohns oh yeahhh,0
@zaddynthebaddie Do you?  What's your favorite?,1
@NukeGold456 you're gonna need a cool drink to go with that buffalo sauce.,1
@PapaJohns 1D6,0
@PrettyLLiar A write-in!  We'll allow it.,0
@ConsueloColber3 A little something for the sweet tooth.  Sweet!,1
"@PapaJohns 1,2,3,4 (top), B, 1, 1, 1, 5, 5 (bottom) 🤤🤤🤤",1
@XB_JokerCLE We'd eat it!,0
@cubicles10 Looks like your a pro!  Love the combo.,1
"@PapaJohns Thank you for clearing it up, love you babe ❤️",1
@Kirbytehbird Yes!,0
@loudnlow Showing that pepperoncini some love!  We like.,1
@lunartic25 Ranch it up!,0
@plsymotin Pop...Pop...POPPERS!  Yum!,0
@PapaJohns Just like us 😉,0
"@TTV_kemonds No disrespect intended. Sorry Honey Mustard, we have mad love for you!",-1
"@PapaJohns 3, A, 3!",0
"@PapaJohns lmao it said ""Buf falo""",1
@Anonymo31850070 We can get with that!,0
@PapaJohns philly cheese steak papadia is amazing,1
@kfreberg @MackeyLeah @PapaJohns Leah the 🐐🚀,0
@Big_Man_Mahan Cheesesticks.  Give us ALL of them.,0
@PapaJohns 1E7 peppers are 💯,0
@Jim_L_Miller Man!  You know how to build a pizza.,0
@vader66666 Italian...okay!,1
"@PapaJohns 3,E,1",0
@isthisjon We can make that a secret selection. 🤫,-1
@BraydonHermes Mmm... Meatball Pepperoni.,0
@amishsportsguy You might need to slow down.,-1
@fathy70826075 Going with that garlic sauce...nice!,1
@RebirthofJae A brownie lover! 😋,0
@BaileyGoat_ Solid pairing!,0
@PapaJohns No,0
@PapaJohns 3B1,0
"@PapaJohns 3,D,1",0
@GamebredFighter @PapaJohns @dominos Papa John ain't worth a fuck anyway.,-1
@PapaJohns 3A4,0
How acceptable is it for me to @PapaJohns just for the new Ben and Jerry's ice-cream because it's the only place I can find it 😂😂,1
"@PapaJohns 3, B &amp; Pizza Sauce 😋",0
@PapaJohns and @dominos please stop sending me notifications. I have zero self-control #dinnertime,0
@MiamiHEAT @UltimateHCM Happy to help! Salute to those who are always first on the scene. Thank you!,1
"You're special if your city has a bundle named after it. Don't take it for granted: https://t.co/5vmcv5KSqJ

#Pizza https://t.co/RQ5lnnTqQZ",1
@PapaJohns 2D6,0
Been ordering a lot of @PapaJohns lately but the last few times has not been good. Hope the next time will be better. They do have great pizza deals,1
"@PapaJohns 1
B
7",0
"@PapaJohns 2, A, and 6",0
@PapaJohns 3 D 6 https://t.co/Kougr8l6F5,0
"@PapaJohns I ordered a grilled chicken, bacon, pineapple, bbq sauce pizza and it was delicious.",1
?E1 https://t.co/jXd1PJaGhs,0
@PapaJohns Fuqs a papadia? Is it diaria from papa johns,0
1E1 https://t.co/VbdCb8rr0Z,0
@PapaJohns 2E1,0
@PapaJohns 1A1,0
@PapaJohns no cinnamon pull aparts? no thanks.,-1
@PapaJohns 4C1,0
@PapaJohns 3B6,0
2E1 https://t.co/q7aDeNOzPg,0
"@PapaJohns 3, D, 4, Barf, repeat. #ThereWillBeBarf",0
@PapaJohns 1B1,0
"@PapaJohns 3, D, and 3.",0
@PapaJohns 3B6 🥴,0
@PapaJohns The disrespect to honey mustard 🤬,0
"It’s a Papadia kinda night. 
What’s your lineup? https://t.co/rtx8bPhTSo",0
Did you just try to press play on a plastic #pizza lid thing? #dominos #pizzahut #papajohns @PapaJohns @pizzahutdeliver @pizzahutuk @dominospizzaUK https://t.co/bp2TIVcAts,0
Sooo @PapaJohns tryna use @SHAQ to promote they trash ahh pizza 🍕 nope not gonna work.,0
I want one of these so bad. lol https://t.co/xcMBx0hG8C,1
I'm going to eat 50 pizzas in the month of March. @PapaJohns @dominos @MarcosPizza @pizzahut @littlecaesars feel free to sponsor me. I might end up eating 65 pizzas in April.,1
@GamebredFighter @PapaJohns @dominos You merely adapted this habbit. The culter invited it.,-1
@ChoppCityyy Can you dm?,0
"@hubba44 Hey, Matt!  Can you dm us?",0
"@KPAprez @KyCtrArts @kyperformingart Which one did you try, Kim?",0
"@Special_ayee Yes, give the Papadia a try!  See you on cheat day.",0
"@PapaJohns Love having to put my Food in the Microwave coz it turns up stone cold 1 1/2 hours after ordering!
Options supplied A, New food - approx 1-1 1/2 wait Option B, refund Food to be collected after 21:30! #joke #papajohns",1
@MiamiHEAT @PapaJohns @UltimateHCM Are y’all gonna rig another dunk contest too?,0
@MiamiHEAT @PapaJohns @UltimateHCM I could eat that in two days jk,0
@PapaJohns @PapaJohnsUK you may want to have a closer look at your Swansea store. Embarrassing #badservice #swansea,0
"i'll never make a purchase from @MyPillowUSA for the same reason I never buy @PapaJohns 

my hard earned money will not be used to support republican hate &amp; hypocrisy.

#TuesdayThoughts",-1
"🍕 on us! 

Today we partnered with @PapaJohns for Random Acts of HEAT presented by @UltimateHCM to deliver lunch to first responders in Miami-Dade and Broward County. #HEATKindness https://t.co/EiRIPJNFeS",1
@PapaJohns why did you throw the REAL papa out of the throne,0
"🌭🥙🍕 Restaurantes en el Festival 🍕🥙🌭
@hamburgueseable_bogota @presto_col @elcorraloficial @freshpotatocolombia  @statua_rota @foodstation @OMAcolombia @PapaJohns  @hamburgueserias @themusichallbogota @lenosycarbon
 #Food #Comida #Beer #Cerveza #tiendas #DRC https://t.co/Dz9H7riD3G",0
"@PapaJohns_ES Prueba de agudeza visual. Descubre los trozos de Beyond por los que has pagado 14'45 €...son 4, sí...Sin contar que solo lleva queso la mitad.
Una pena que la primera experiencia haya sido así...
#vegan #pizza #papajohns #beyondmeat #beyondburger https://t.co/qgAatvQI1x",0
Why is it every year at the #mesports basketball tournament the team I want to cheer for is on the opposite site from the @PapaJohns stand in the @CICBangor? 😂🤣,0
@PapaJohns @GamebredFighter holds the copyright for this.,0
@Jif @PapaJohns PBJ all the way. https://t.co/JgCA02pXBZ,0
For the second week running @PapaJohns have just pushed this through my letterbox with deals that ended on 5th January. https://t.co/OsFYDwuRT7,0
Also @PapaJohns what were you using before you started “real cheese”?? It still haunts me,1
I got papa John’s to respond to a tweet I forgot I sent please forgive me @PapaJohns  I love you food please forgive me I love your food please forgive me I love your food❤️❤️,1
@GamebredFighter @PapaJohns @dominos I knew I wasn’t the only one that could tell they straight robbed you @GamebredFighter they need to pay up!,1
"@TheTobiSmith Yes, that Philly Cheesesteak is 🔥",0
@PapaJohns I figured out how to cut it thanks,1
Me calling the dept of labor in my state because @PapaJohns didn’t fuckin’ pay me https://t.co/yilVoq0M8f,0
@SmushParka @ThePeoplesMMA @GamebredFighter @PapaJohns @dominos The people who wrote the Simpson definitely smoked weed so it was still created by stoners,0
@GamebredFighter @TOONTOWNMMA @PapaJohns @dominos Wagwan with papa Johns Jorge ?? https://t.co/QkCP8Kz46d,0
"@GamebredFighter @PapaJohns @dominos @GamebredFighter you my boy and all, but I been eating pizza like this for 20+ years, but I’m not famous.",-1
@EricBaudour @FaceJamPod @PapaJohns An hour? You’ve graced us with an hour of your holy threesome? Thank the heavens! 🙌,0
@AzXango Hey there! Please send us a dm😋🤤,0
@SHAQ @PapaJohns Shaq please give me 2 mins ....greatest commercial EVER for you to star in,1
@lycanlos @PapaJohns @dominos Yes it looks delicious on TV but I know that for a fact when I go and buy this it’s not going to look or taste as good as they advertise not from the one by my house at least,1
@lycanlos @PapaJohns @dominos Yeah I usually go Little Caesars or dominos myself every time I order Papa John’s the pizzas under cooked and I watch somebody take money from me as I paid for my pizza and before I pulled off I watch them walk back to the pizza station and start making pizzas without washing,-1
"@StLouisBlues @PapaJohns_STL Perron, O'Reilly, Sanford was working. Still, I hope this shake up will work.",0
@GamebredFighter @PapaJohns @dominos The #supernecessary sandwich,0
@jonnybluntz @PapaJohns I usually go to @dominos but I wanted to try that papadilla and there wings but what a mistake that was,-1
@GamebredFighter @PapaJohns @dominos exactly what said when I saw this!!!,1
@GamebredFighter @PapaJohns @dominos That’s shit pizza anyway bro!,-1
@ESPN1051TheZone @PapaJohns Tua will drop to a better team. Someone will reach for Herbert. Burrow goes first.,1
Thank you @PapaJohns the Papadia’s are AMAZING! The Philly Cheesesteak &gt;&gt;&gt; https://t.co/w1RJ3Fm4YG,1
